part_name,brand,model,oem_number,row_count,product_id_count,product_id_sample,median_price,min_price,max_price,rows_per_product_id
power steering control unit -,toyota,corolla,fi06018105a,12,2,"54469879, 54471168",236.95,235.9,238.0,6.0
rear axle -,skoda,octavia,fi27837687a,12,2,"53367213, 62657264",373.15,365.6,380.8,6.0
"rear gear / diff. - , e-",vw,golf,fi27837687a,12,2,"53403606, 62527580",828.3,825.6,833.0,6.0
"seat assembled - , e-(left front)",vw,golf,fi09515254a,12,2,"56350334, 56920584",82.85,82.6,83.3,6.0
sensor ac inner temperature -,skoda,octavia,fi10331575a,12,2,"65877447, 65877448",23.7,23.6,23.8,6.0
"sensor steering - , e-",vw,golf,fi10331575a,12,2,"54049705, 54049714",35.5,35.4,35.7,6.0
"shock absorbers rear - , e-(rear)",vw,golf,fi01853355a,12,2,"53824510, 53828430",60.349999999999994,60.1,60.7,6.0
shock absorbers rear -(rear),skoda,octavia,fi09515254a,12,2,"59351317, 59351332",59.150000000000006,59.0,59.5,6.0
shock absorbers rear -(rear),skoda,octavia,fi22893129a,12,2,"60226034, 60226036",47.349999999999994,47.2,47.6,6.0
shock absorbers rear -(rear),toyota,corolla,fi01853355a,12,2,"53819760, 53824358",60.45,60.1,60.7,6.0
"side airbags - , e-(right)",vw,golf,fi06376738a,12,2,"54387551, 54387781",66.30000000000001,60.1,72.6,6.0
side airbags -(right),skoda,octavia,fi10331575a,12,2,"54061739, 54061753",82.95,82.6,83.3,6.0
signal horn -,skoda,octavia,fi10331575a,12,2,"54013759, 54024565",35.55,35.4,35.7,6.0
"starter gasoline - , e-",vw,golf,fi05351686a,12,2,"59815058, 59815065",142.0,141.5,142.8,6.0
steering wheel airbag -,skoda,octavia,fi24637030a,12,2,"55173603, 59259235",414.65,412.8,416.5,6.0
strut rear -(right),toyota,corolla,fi06376738a,12,2,"54338198, 64248644",53.3,47.2,59.5,6.0
sump -,toyota,corolla,fi15710056a,12,2,"54560355, 59185397",53.3,47.2,59.5,6.0
"suspension - , e-(rear)",vw,golf,fi06376738a,12,2,"64947839, 65057619",59.150000000000006,59.0,59.5,6.0
"suspension - , e-(rear)",vw,golf,fi09389104a,12,2,"54245118, 57147922",59.150000000000006,59.0,59.5,6.0
"suspension - , e-(rear)",vw,golf,fi10331575a,12,2,"55068239, 55068240",59.150000000000006,59.0,59.5,6.0
suspension -(rear),skoda,octavia,fi02042722a,12,2,"56665933, 56665934",47.349999999999994,47.2,47.6,6.0
tank lid -,skoda,octavia,fi27837687a,12,2,"53489119, 59705489",47.349999999999994,47.2,47.6,6.0
"tank lid - , e-",vw,golf,fi05351686a,12,2,"61779175, 62187719",59.150000000000006,59.0,59.5,6.0
tank transmitters -,toyota,corolla,fi15710056a,12,2,"54556663, 54561043",35.55,35.4,35.7,6.0
"tank transmitters - , e-",vw,golf,fi09389104a,12,2,"54250000, 54250208",59.150000000000006,59.0,59.5,6.0
"thermostat housing / cap - , e-",vw,golf,fi06376738a,12,2,"54347769, 54375865",35.5,35.4,35.7,6.0
"throttle housing - , e-",vw,golf,fi10331575a,12,2,"55972729, 56502635",177.5,176.9,178.5,6.0
"trailing link rear - , e-(left upper)",vw,golf,fi27837687a,12,2,"55786133, 62729114",47.349999999999994,47.2,47.6,6.0
"trailing link rear - , e-(left)",vw,golf,fi06376738a,12,2,"54359584, 65059353",80.5,76.7,84.5,6.0
"trailing link rear - , e-(left)",vw,golf,fi10331575a,12,2,"54004599, 54017984",76.95,76.7,77.3,6.0
"trailing link rear - , e-(left)",vw,golf,fi27837687a,12,2,"64675780, 65138583",94.65,94.4,95.2,6.0
trailing link rear -(left),skoda,octavia,fi05028803a,12,2,"53842661, 53852853",71.0,70.8,71.4,6.0
trailing link rear -(right upper),skoda,octavia,fi10331575a,12,2,"54028811, 54032513",26.0,25.9,26.2,6.0
trailing link rear -(right),toyota,corolla,fi09389104a,12,2,"56933451, 60410177",71.05,70.8,71.4,6.0
"turbo aggregate - , e-",vw,golf,fi27837687a,12,2,"61787665, 65869207",373.15,365.6,380.8,6.0
"wheel bearing spindle shaft - , e-(right rear)",vw,golf,fi05351686a,12,2,"65661352, 65682704",236.65,235.9,238.0,6.0
air purifier -,toyota,corolla,fi05028803a,11,2,"53880349, 66208956",94.4,70.8,95.2,5.5
airbag control unit -,skoda,octavia,fi27837687a,11,2,"53430480, 57336307",295.7,294.9,297.5,5.5
bensin/dieselvärmare styrenhet -,skoda,octavia,fi24637030a,11,2,"62647179, 63308601",94.7,94.4,95.2,5.5
brake disc -(rear),skoda,octavia,fi32385945a,11,2,"53785897, 53802167",11.9,11.8,11.9,5.5
brake servo -,skoda,octavia,fi27837687a,11,2,"53392094, 53402374",153.9,153.3,154.7,5.5
"caliper bracket - , e-",vw,golf,fi06376738a,11,2,"54312600, 54378773",47.4,47.2,47.6,5.5
caliper bracket -(right front),skoda,octavia,fi30987993a,11,2,"64630721, 65749784",59.2,59.0,59.5,5.5
diesel injection pump -,skoda,octavia,fi15710056a,11,2,"54564439, 54580231",235.9,176.9,238.0,5.5
diesel tank -,skoda,octavia,fi23857664a,11,2,"54687352, 54688491",236.5,235.9,238.0,5.5
drive shaft -(right front),skoda,octavia,fi23403240a,11,2,"53502120, 65398550",261.8,259.5,297.5,5.5
engine block -,skoda,octavia,fi06292622a,11,2,"54126407, 54141407",77.3,76.7,89.3,5.5
gear box 6 speed -,skoda,octavia,fi27837687a,11,2,"53490848, 55801303",2308.6,2288.0,2380.0,5.5
gear lever -,toyota,corolla,fi05028803a,11,2,"53886312, 58718927",177.8,176.9,178.5,5.5
hand brake lever -,skoda,octavia,fi05028803a,11,2,"53847965, 53882587",59.3,59.0,59.5,5.5
insp.pump diesel control unit -,skoda,octavia,fi05028803a,11,2,"53840962, 53858012",355.2,353.8,357.0,5.5
komfort styrdon -,skoda,octavia,fi23403240a,11,2,"62638840, 64295714",224.9,222.9,238.0,5.5
ljusinställning lägesgivare -,skoda,octavia,fi32385945a,11,2,"56810305, 56811487",71.0,70.8,71.4,5.5
"main cylinder - , e-",vw,golf,fi01853355a,11,2,"53825961, 53833931",72.1,71.9,72.6,5.5
"rear axle - , e-",vw,golf,fi27837687a,11,2,"53393680, 66459895",412.8,377.4,416.5,5.5
"rear axle beam - , e-",vw,golf,fi09389104a,11,2,"54245153, 54253106",367.0,365.6,368.9,5.5
rear sensor -,skoda,octavia,fi27837687a,11,2,"63043738, 66173210",84.9,59.0,85.7,5.5
shock absorbers rear -(rear),toyota,corolla,fi06509801a,11,2,"61749414, 61749415",61.9,61.7,62.2,5.5
strut rear -(left),toyota,corolla,fi06376738a,11,2,"54321498, 64248645",59.0,53.1,59.5,5.5
suspension -(rear),skoda,octavia,fi09389104a,11,2,"54242387, 54280417",47.3,47.2,47.6,5.5
"trailing link rear - , e-(right upper)",vw,golf,fi10331575a,11,2,"54077263, 55078289",47.3,47.2,47.6,5.5
"trailing link rear - , e-(right)",vw,golf,fi06376738a,11,2,"54360181, 65059352",83.7,76.7,84.5,5.5
wheel bearing spindle shaft -(left rear),skoda,octavia,fi27837687a,11,2,"53397794, 53409888",212.9,212.3,214.2,5.5
wheel bearing spindle shaft -(left rear),toyota,corolla,fi09389104a,11,2,"56933448, 60419506",207.5,206.4,208.3,5.5
"battery cable - , e-",vw,golf,fi06292622a,10,2,"54166294, 61114227",47.349999999999994,47.2,47.6,5.0
brake disc -(front),skoda,octavia,fi06292622a,10,2,"54094531, 54099834",11.9,11.8,11.9,5.0
brake intensity regulator -,toyota,corolla,fi03986645a,10,2,"54597165, 54617886",47.4,47.2,47.6,5.0
"deliverer - , e-",vw,golf,fi07265116a,10,2,"55328011, 55328012",159.8,159.3,160.7,5.0
"dörr styrenhet - , e-(right)",vw,golf,fi27837687a,10,2,"53410127, 53418701",106.4,106.1,107.1,5.0
"ignition diesel relay - , e-",vw,golf,fi10331575a,10,2,"54038732, 54064944",20.65,5.9,35.7,5.0
"inter axle compl. - , e-",vw,golf,fi09515254a,10,2,"54398358, 54398390",425.95,424.6,428.4,5.0
other sensor -,skoda,octavia,fi23857664a,10,2,"54679054, 54687528",35.5,35.4,35.7,5.0
"rear sensor - , e-",vw,golf,fi10331575a,10,2,"54042782, 54042783",59.150000000000006,59.0,59.5,5.0
shock absorbers rear -(rear),skoda,octavia,fi05028803a,10,2,"59673189, 59673190",47.3,47.2,47.4,5.0
wheel bearing spindle shaft -(right rear),toyota,corolla,fi06509801a,10,2,"59241761, 61751473",196.95,190.5,203.5,5.0
diesel injection pump -,toyota,corolla,fi06292622a,9,2,"54169592, 54777181",47.4,47.2,142.1,4.5
"drive shaft - , e-(right rear)",vw,golf,fi10331575a,9,2,"54070809, 64047277",237.2,235.9,357.0,4.5
"insp.pump diesel control unit - , e-",vw,golf,fi10331575a,9,2,"54055672, 54055876",413.9,412.8,416.5,4.5
"rubber bellow / tube - , e-",vw,golf,fi10331575a,9,2,"54074047, 58950659",41.4,41.3,41.6,4.5
"engine diesel - , e-",vw,golf,fi10331575a,8,2,"54025932, 54054788",3957.0,3488.7,3986.5,4.0
suspension -(rear),toyota,corolla,fi01853355a,8,2,"53817908, 53827878",47.4,47.2,47.6,4.0
actuator loom -(right rear),toyota,corolla,fi06509801a,7,2,"59241763, 62010234",67.4,56.2,67.8,3.5
air purifier -,toyota,corolla,fi06294476a,7,2,"62480986, 62516003",73.1,67.4,73.4,3.5
brake caliper -(left front),toyota,corolla,fi05351686a,7,2,"53928357, 65309578",236.8,165.8,238.0,3.5
brake caliper -(left rear),toyota,corolla,fi02042722a,7,2,"53608961, 62418498",177.6,176.9,178.5,3.5
brake caliper -(right rear),toyota,corolla,fi02042722a,7,2,"53608052, 62418504",177.6,176.9,178.5,3.5
brake disc -(front),toyota,corolla,bdc3558,7,2,"54474182, 54474214",17.8,17.7,17.8,3.5
clutch cylinder slave -,toyota,corolla,fi11042417a,7,2,"54524529, 54528612",35.5,29.6,35.7,3.5
contact roll airbag -,toyota,corolla,fi09389104a,7,2,"54282984, 63019913",236.8,183.5,238.0,3.5
curtain airbags -(left),toyota,corolla,fi07713839a,7,2,"65198433, 66455068",225.0,90.0,226.1,3.5
curtain airbags -(right),toyota,corolla,fi07713839a,7,2,"65198434, 66455069",225.0,90.0,226.1,3.5
drive shaft -(left front),toyota,corolla,fi09389104a,7,2,"54232635, 64489889",236.8,219.0,238.0,3.5
engine gasoline -,toyota,corolla,fi09389104a,7,2,"56939596, 63117883",3658.6,3552.0,3677.1,3.5
fuse box / electricity central -,toyota,corolla,fi10331575a,7,2,"54000335, 54035815",94.7,88.8,95.2,3.5
fuse box / electricity central -,toyota,corolla,fi15710056a,7,2,"54556301, 55588422",94.7,71.0,95.2,3.5
hub rear -(right rear),toyota,corolla,fi05028803a,7,2,"53859449, 53866331",100.6,71.0,101.1,3.5
insp.pump diesel control unit -,toyota,corolla,fi15710056a,7,2,"54571247, 56093599",213.1,118.4,214.2,3.5
kamera utvändig -,toyota,corolla,fi06509801a,7,2,"59862593, 61918245",601.7,551.2,604.8,3.5
knee -,toyota,corolla,fi27837687a,7,2,"53472131, 53484104",189.4,188.7,190.4,3.5
other control unit -,toyota,corolla,fi06292622a,7,2,"54103835, 54137955",438.1,349.3,440.3,3.5
power steering control unit -,toyota,corolla,fi23857664a,7,2,"54684107, 54684257",177.6,176.9,178.5,3.5
power steering control unit -,toyota,corolla,fi27837687a,7,2,"57199589, 65771647",236.8,177.6,238.0,3.5
rear gear / diff. -,skoda,octavia,fi27837687a,7,2,"61412856, 65580880",1182.6,1179.4,1190.0,3.5
starter diesel -,toyota,corolla,fi15710056a,7,2,"54571054, 54583169",71.0,70.8,71.4,3.5
starter gasoline -,toyota,corolla,fi05351686a,7,2,"53913410, 61808600",94.7,94.4,95.2,3.5
"steering wheel airbag - , e-",vw,golf,fi09389104a,7,2,"54243551, 62754570",532.2,485.4,535.5,3.5
