part_name,brand,model,oem_number,listing_count,mean_price,median_price,std_price,price_variance,coefficient_of_variation,min_price,max_price,price_range
central lock control unit -,toyota,corolla,fi15710056a,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
clutch cylinder main -,toyota,corolla,fi30987993a,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
hand brake lever -,toyota,corolla,fi03986645a,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
sensor steering -,skoda,octavia,fi23857664a,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
strut rear -(right),toyota,corolla,fi27837687a,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
sump -,toyota,corolla,fi06292622a,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
tank lid -,toyota,corolla,fi05351686a,6,47.3667,47.4,0.1374,0.0189,0.0029,47.2,47.6,0.4
"caliper bracket - , e-",vw,golf,fi06376738a,11,47.3636,47.4,0.1367,0.0187,0.0029,47.2,47.6,0.4
rear sensor -,skoda,octavia,fi23857664a,5,59.16,59.2,0.1356,0.0184,0.0023,59.0,59.3,0.3
airbag front sensor -(right front),toyota,corolla,fi03986645a,17,47.3765,47.4,0.1352,0.0183,0.0029,47.2,47.6,0.4
"ignition diesel relay - , e-",vw,golf,fi09515254a,6,37.8833,37.85,0.1344,0.0181,0.0035,37.7,38.1,0.4
load air pressure transmitters -,skoda,octavia,fi09515254a,18,37.8833,37.85,0.1344,0.0181,0.0035,37.7,38.1,0.4
piston / rod -,toyota,corolla,fi06018105a,19,47.3684,47.4,0.134,0.018,0.0028,47.2,47.6,0.4
strut rear -(left),toyota,corolla,fi02042722a,5,53.32,53.3,0.1327,0.0176,0.0025,53.1,53.5,0.4
suspension -(rear),toyota,corolla,fi06509801a,13,44.9692,45.0,0.1323,0.0175,0.0029,44.8,45.2,0.4
suspension -(rear),toyota,corolla,fi01853355a,8,47.35,47.4,0.1323,0.0175,0.0028,47.2,47.6,0.4
suspension -(rear),toyota,corolla,fi05028803a,20,47.37,47.4,0.1308,0.0171,0.0028,47.2,47.6,0.4
distributors -,toyota,corolla,fi01853355a,4,72.075,72.1,0.1299,0.0169,0.0018,71.9,72.2,0.3
hand brake lever -,toyota,corolla,fi11042417a,5,47.4,47.4,0.1265,0.016,0.0027,47.2,47.6,0.4
coil -,toyota,corolla,fi30987993a,14,53.3,53.3,0.1254,0.0157,0.0024,53.1,53.5,0.4
suspension -(rear),skoda,octavia,fi09389104a,11,47.3273,47.3,0.1213,0.0147,0.0026,47.2,47.6,0.4
other sensor -,skoda,octavia,fi23857664a,10,35.52,35.5,0.1166,0.0136,0.0033,35.4,35.7,0.3
"alternator bracket / accessories - , e-",vw,golf,fi15710056a,5,35.52,35.5,0.1166,0.0136,0.0033,35.4,35.7,0.3
parkeringshjälp frontsensor -(interior),skoda,octavia,fi27837687a,5,59.12,59.1,0.1166,0.0136,0.002,59.0,59.3,0.3
motor bracket -,toyota,corolla,fi07265116a,6,42.65,42.7,0.1118,0.0125,0.0026,42.5,42.8,0.3
battery box / fixing / holder -(front),skoda,octavia,fi23403240a,12,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
central lock control unit -,toyota,corolla,fi01853355a,12,41.4333,41.45,0.1106,0.0122,0.0027,41.3,41.6,0.3
signal horn -,skoda,octavia,fi10331575a,12,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
tank transmitters -,toyota,corolla,fi15710056a,12,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
airbag front sensor -(left front),toyota,corolla,fi01853355a,6,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
airbag front sensor -(left),toyota,corolla,fi01853355a,6,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
battery box / fixing / holder -,skoda,octavia,fi09515254a,6,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
battery box / fixing / holder -,skoda,octavia,fi10331575a,6,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
battery box / fixing / holder -,skoda,octavia,fi23857664a,6,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
rubber bellow / tube -,toyota,corolla,fi09515254a,6,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
rubber bellow / tube -,toyota,corolla,fi30987993a,6,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
signal horn -(front),skoda,octavia,fi23403240a,6,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
sump -,toyota,corolla,fi09389104a,6,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
wiper arm motor relay -,toyota,corolla,fi09515254a,6,35.5333,35.55,0.1106,0.0122,0.0031,35.4,35.7,0.3
motor cushion -,toyota,corolla,fi22893129a,12,28.4333,28.45,0.1106,0.0122,0.0039,28.3,28.6,0.3
clutch cylinder slave -,toyota,corolla,fi06294476a,6,32.6333,32.65,0.1106,0.0122,0.0034,32.5,32.8,0.3
motor cushion -,skoda,octavia,fi07265116a,6,42.6333,42.65,0.1106,0.0122,0.0026,42.5,42.8,0.3
strut rear -(left rear),toyota,corolla,fi09515254a,6,42.6333,42.65,0.1106,0.0122,0.0026,42.5,42.8,0.3
"tank transmitters - , e-",vw,golf,fi07265116a,6,42.6333,42.65,0.1106,0.0122,0.0026,42.5,42.8,0.3
"battery box / fixing / holder - , e-",vw,golf,fi27837687a,17,35.5176,35.5,0.1097,0.012,0.0031,35.4,35.7,0.3
ignition diesel relay -,skoda,octavia,fi32037991a,17,29.6176,29.6,0.1097,0.012,0.0037,29.5,29.8,0.3
ignition diesel relay -,skoda,octavia,fi30987993a,5,29.6,29.6,0.1095,0.012,0.0037,29.5,29.8,0.3
"signal horn - , e-",vw,golf,fi10331575a,23,29.6174,29.6,0.109,0.0119,0.0037,29.5,29.8,0.3
"air-flow sensor - , e-",vw,golf,fi23403240a,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"airbag front sensor - , e-(right front)",vw,golf,fi03986645a,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"battery box / fixing / holder - , e-",vw,golf,fi06292622a,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"battery box / fixing / holder - , e-",vw,golf,fi09515254a,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"belt tensioner for fan belt - , e-",vw,golf,fi05351686a,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
carbon canister -,skoda,octavia,fi01853355a,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
carbon canister -,skoda,octavia,fi02042722a,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"carbon canister - , e-",vw,golf,fi06376738a,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"central lock control unit - , e-",vw,golf,fi06376738a,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"ignition diesel relay - , e-",vw,golf,fi11042417a,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
rubber bellow / tube -,skoda,octavia,fi06018105a,6,41.4167,41.4,0.1067,0.0114,0.0026,41.3,41.6,0.3
rubber bellow / tube -,skoda,octavia,fi09515254a,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"rubber bellow / tube - , e-",vw,golf,fi27837687a,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"tank transmitters - , e-",vw,golf,fi06376738a,6,41.4167,41.4,0.1067,0.0114,0.0026,41.3,41.6,0.3
"thermostat housing / cap - , e-",vw,golf,fi03986645a,6,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"carbon canister - , e-",vw,golf,fi10331575a,24,41.4167,41.4,0.1067,0.0114,0.0026,41.3,41.6,0.3
"other transmitters - , e-",vw,golf,fi32385945a,24,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
alternator bracket / accessories -,skoda,octavia,fi15710056a,12,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
gear box cushion -,skoda,octavia,fi06292622a,12,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
load air pressure transmitters -,skoda,octavia,fi10331575a,12,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"sensor steering - , e-",vw,golf,fi10331575a,12,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"thermostat housing / cap - , e-",vw,golf,fi06376738a,12,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
"load air pressure transmitters - , e-",vw,golf,fi10331575a,30,41.4167,41.4,0.1067,0.0114,0.0026,41.3,41.6,0.3
"sensor steering - , e-",vw,golf,fi05028803a,18,35.5167,35.5,0.1067,0.0114,0.003,35.4,35.7,0.3
carbon canister -,toyota,corolla,fi01853355a,12,29.6167,29.6,0.1067,0.0114,0.0036,29.5,29.8,0.3
clutch cylinder slave -,toyota,corolla,fi05028803a,12,29.6167,29.6,0.1067,0.0114,0.0036,29.5,29.8,0.3
gear box cushion -,skoda,octavia,fi10331575a,12,29.6167,29.6,0.1067,0.0114,0.0036,29.5,29.8,0.3
ignition diesel relay -,skoda,octavia,fi06292622a,6,29.6167,29.6,0.1067,0.0114,0.0036,29.5,29.8,0.3
"oil filter holder - , e-",vw,golf,fi06292622a,6,29.6167,29.6,0.1067,0.0114,0.0036,29.5,29.8,0.3
"signal horn - , e-",vw,golf,fi06292622a,6,29.6167,29.6,0.1067,0.0114,0.0036,29.5,29.8,0.3
rubber bellow / tube -,toyota,corolla,fi06376738a,18,29.6167,29.6,0.1067,0.0114,0.0036,29.5,29.8,0.3
sensor tire pressure -,toyota,corolla,vs62u009,18,29.6167,29.6,0.1067,0.0114,0.0036,29.5,29.8,0.3
"thermostat housing / cap - , e-",vw,golf,fi09515254a,6,42.6167,42.6,0.1067,0.0114,0.0025,42.5,42.8,0.3
"rubber bellow / tube - , e-",vw,golf,fi10331575a,9,41.4444,41.4,0.1066,0.0114,0.0026,41.3,41.6,0.3
"rubber bellow / tube - , e-",vw,golf,fi09515254a,15,35.5,35.5,0.1033,0.0107,0.0029,35.4,35.7,0.3
"battery cable - , e-",vw,golf,fi10331575a,20,41.42,41.4,0.103,0.0106,0.0025,41.3,41.6,0.3
trailing link rear -(left exterior rear),skoda,octavia,fi05028803a,4,70.9,70.9,0.1,0.01,0.0014,70.8,71.0,0.2
fuel pump electric-,toyota,corolla,fi15710056a,2,100.7,100.7,0.1,0.01,0.001,100.6,100.8,0.2
trailing link rear-(left exterior rear),skoda,octavia,fi05028803a,2,71.3,71.3,0.1,0.01,0.0014,71.2,71.4,0.2
suspension-(rear),skoda,octavia,fi09515254a,2,47.3,47.3,0.1,0.01,0.0021,47.2,47.4,0.2
fuel filter / holder -,toyota,corolla,fi06292622a,8,35.525,35.5,0.0968,0.0094,0.0027,35.4,35.7,0.3
"other transmitters - , e-",vw,golf,fi09515254a,6,31.95,31.95,0.0957,0.0092,0.003,31.8,32.1,0.3
hub rear-(rear),toyota,corolla,fi15710056a,3,94.7667,94.7,0.0943,0.0089,0.001,94.7,94.9,0.2
mapp sensor -,toyota,corolla,fi11042417a,3,59.3667,59.3,0.0943,0.0089,0.0016,59.3,59.5,0.2
"engine casing - , e-",vw,golf,fi09515254a,3,70.8667,70.8,0.0943,0.0089,0.0013,70.8,71.0,0.2
fuse box / electricity central -,skoda,octavia,fi06509801a,3,95.8667,95.8,0.0943,0.0089,0.001,95.8,96.0,0.2
trailing link rear -(right upper),skoda,octavia,fi10331575a,12,26.0333,26.0,0.0943,0.0089,0.0036,25.9,26.2,0.3
shock absorbers rear-(rear),skoda,octavia,fi27837687a,3,47.2667,47.2,0.0943,0.0089,0.002,47.2,47.4,0.2
signal horn -,skoda,octavia,fi09515254a,5,35.5,35.5,0.0894,0.008,0.0025,35.4,35.6,0.2
shock absorbers rear -(rear),skoda,octavia,fi05028803a,10,47.3,47.3,0.0894,0.008,0.0019,47.2,47.4,0.2
signal horn -,skoda,octavia,fi06509801a,5,33.7,33.7,0.0894,0.008,0.0027,33.6,33.8,0.2
clutch cylinder slave -,toyota,corolla,fi15710056a,7,29.6286,29.6,0.0881,0.0078,0.003,29.5,29.8,0.3
wiper arm motor relay -,toyota,corolla,fi07265116a,5,31.98,32.0,0.0748,0.0056,0.0023,31.9,32.1,0.2
"sensor ac inner temperature - , e-",vw,golf,fi03986645a,23,23.6826,23.7,0.0701,0.0049,0.003,23.6,23.8,0.2
oil filter holder -,skoda,octavia,fi06294476a,6,22.4833,22.5,0.0687,0.0047,0.0031,22.4,22.6,0.2
"dipstick - , e-",vw,golf,fi09992720a,6,16.5833,16.6,0.0687,0.0047,0.0041,16.5,16.7,0.2
strut bearing rear -(rear),toyota,corolla,fi06018105a,30,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"other relay - , e-",vw,golf,fi11042417a,18,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"stolsvärme styrenhet/relä - , e-",vw,golf,fi06292622a,18,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"brake disc - , e-(front)",vw,golf,fi32385945a,12,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
other relay -,skoda,octavia,fi11042417a,12,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
sensor ac inner temperature -,skoda,octavia,fi10331575a,12,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
belt tensioner for fan belt -,skoda,octavia,fi27837687a,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
belt tensioner for fan belt -,skoda,octavia,fi32385945a,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
cam belt / transmission cap -,skoda,octavia,fi06292622a,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
carbon canister -,toyota,corolla,fi10331575a,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"dipstick - , e-",vw,golf,fi06376738a,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"dipstick - , e-",vw,golf,fi26167503a,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"ignition diesel relay - , e-",vw,golf,fi15710056a,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
oil filter holder -,skoda,octavia,fi06292622a,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"other airbags - , e-",vw,golf,fi03986645a,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"other airbags - , e-",vw,golf,fi10331575a,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
other relay -,skoda,octavia,fi23403240a,6,24.8833,24.9,0.0687,0.0047,0.0028,24.8,25.0,0.2
"sensor ac inner temperature - , e-(front centre)",vw,golf,fi03986645a,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
"stolsvärme styrenhet/relä - , e-(left front)",vw,golf,fi06292622a,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
strut bearing rear -(left rear),toyota,corolla,fi01853355a,6,23.6833,23.7,0.0687,0.0047,0.0029,23.6,23.8,0.2
air-flow sensor -,toyota,corolla,fi06376738a,32,23.6844,23.7,0.0667,0.0044,0.0028,23.6,23.8,0.2
sump -,toyota,corolla,fi27837687a,5,23.7,23.7,0.0632,0.004,0.0027,23.6,23.8,0.2
fuse box / electricity central -,skoda,octavia,fi07265116a,2,85.35,85.35,0.05,0.0025,0.0006,85.3,85.4,0.1
cam belt / transmission cap -,skoda,octavia,fi09389104a,24,17.75,17.75,0.05,0.0025,0.0028,17.7,17.8,0.1
"ignition module - , e-",vw,golf,fi30987993a,12,17.75,17.75,0.05,0.0025,0.0028,17.7,17.8,0.1
alternator bracket / accessories -,skoda,octavia,fi06292622a,6,17.75,17.75,0.05,0.0025,0.0028,17.7,17.8,0.1
clutch cylinder main -,skoda,octavia,fi06292622a,6,17.75,17.75,0.05,0.0025,0.0028,17.7,17.8,0.1
"dipstick - , e-",vw,golf,fi09515254a,6,17.75,17.75,0.05,0.0025,0.0028,17.7,17.8,0.1
"fuel tank lid - , e-",vw,golf,fi09515254a,6,17.75,17.75,0.05,0.0025,0.0028,17.7,17.8,0.1
"fuel tank lid - , e-",vw,golf,fi10331575a,6,17.75,17.75,0.05,0.0025,0.0028,17.7,17.8,0.1
"other airbags - , e-",vw,golf,fi27837687a,6,17.75,17.75,0.05,0.0025,0.0028,17.7,17.8,0.1
"fuel tank lid - , e-",vw,golf,fi06376738a,17,17.7471,17.7,0.0499,0.0025,0.0028,17.7,17.8,0.1
brake disc -(rear),skoda,octavia,fi32385945a,11,11.8545,11.9,0.0498,0.0025,0.0042,11.8,11.9,0.1
brake disc -(front),skoda,octavia,fi06292622a,10,11.86,11.9,0.049,0.0024,0.0041,11.8,11.9,0.1
sensor ac inner temperature -,skoda,octavia,fi09515254a,18,18.9333,18.9,0.0471,0.0022,0.0025,18.9,19.0,0.1
other relay -,skoda,octavia,fi10331575a,12,17.7667,17.8,0.0471,0.0022,0.0027,17.7,17.8,0.1
brake disc -(front),skoda,octavia,fi32385945a,6,17.7667,17.8,0.0471,0.0022,0.0027,17.7,17.8,0.1
"dipstick - , e-",vw,golf,fi22893129a,6,18.9333,18.9,0.0471,0.0022,0.0025,18.9,19.0,0.1
"brake shield - , e-(rear)",vw,golf,fi01853355a,6,11.8333,11.8,0.0471,0.0022,0.004,11.8,11.9,0.1
"cam belt / transmission cap - , e-",vw,golf,fi06292622a,6,11.8333,11.8,0.0471,0.0022,0.004,11.8,11.9,0.1
brake disc -(front),toyota,corolla,bdc3558,7,17.7714,17.8,0.0452,0.002,0.0025,17.7,17.8,0.1
"other airbags - , e-",vw,golf,fi06408963a,6,14.2167,14.2,0.0373,0.0014,0.0026,14.2,14.3,0.1
"other relay - , e-",vw,golf,fi10331575a,12,14.2167,14.2,0.0373,0.0014,0.0026,14.2,14.3,0.1
deliverer -,toyota,corolla,fi30987993a,7,84.1,84.1,0.0,0.0,0.0,84.1,84.1,0.0
fuel injection pump -,toyota,corolla,fi06376738a,3,118.4,118.4,0.0,0.0,0.0,118.4,118.4,0.0
shock absorbers rear -(rear),toyota,corolla,fi05028803a,7,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
rear sensor -(exterior),toyota,corolla,fi27837687a,3,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
shock absorbers rear -(rear),toyota,corolla,fi27837687a,3,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
"airbag front sensor - , e-(left)",vw,golf,fi06292622a,6,5.9,5.9,0.0,0.0,0.0,5.9,5.9,0.0
"airbag front sensor - , e-(right)",vw,golf,fi06292622a,6,5.9,5.9,0.0,0.0,0.0,5.9,5.9,0.0
"stolsvärme styrenhet/relä - , e-",vw,golf,fi32037991a,6,5.9,5.9,0.0,0.0,0.0,5.9,5.9,0.0
fuel filling pipe / tube -,toyota,corolla,fi11042417a,5,47.4,47.4,0.0,0.0,0.0,47.4,47.4,0.0
brake caliper -(right front),toyota,corolla,fi05028803a,4,142.1,142.1,0.0,0.0,0.0,142.1,142.1,0.0
rear sensor -(centre),toyota,corolla,fi27837687a,4,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
shock absorbers rear -(rear),toyota,corolla,fi02154548a,4,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
brake caliper -(left rear),toyota,corolla,fi09389104a,3,219.0,219.0,0.0,0.0,0.0,219.0,219.0,0.0
brake caliper -(right rear),toyota,corolla,fi09389104a,3,219.0,219.0,0.0,0.0,0.0,219.0,219.0,0.0
contact roll airbag -,toyota,corolla,fi05028803a,3,177.6,177.6,0.0,0.0,0.0,177.6,177.6,0.0
distributors -,toyota,corolla,fi15710056a,3,71.0,71.0,0.0,0.0,0.0,71.0,71.0,0.0
engine casing -,toyota,corolla,fi07265116a,3,48.0,48.0,0.0,0.0,0.0,48.0,48.0,0.0
injection control unit -,toyota,corolla,fi02154548a,3,355.2,355.2,0.0,0.0,0.0,355.2,355.2,0.0
power steering control unit -,toyota,corolla,fi11042417a,3,177.6,177.6,0.0,0.0,0.0,177.6,177.6,0.0
rear axle beam -,toyota,corolla,fi05028803a,3,296.0,296.0,0.0,0.0,0.0,296.0,296.0,0.0
actuator loom -,toyota,corolla,fi06509801a,2,50.6,50.6,0.0,0.0,0.0,50.6,50.6,0.0
air purifier -,skoda,octavia,fi24637030a,2,94.4,94.4,0.0,0.0,0.0,94.4,94.4,0.0
airbag front sensor -(left),toyota,corolla,fi03986645a,2,47.4,47.4,0.0,0.0,0.0,47.4,47.4,0.0
airbag front sensor -(left),toyota,corolla,fi05351686a,2,41.4,41.4,0.0,0.0,0.0,41.4,41.4,0.0
airbag front sensor -(left),toyota,corolla,fi10331575a,2,23.7,23.7,0.0,0.0,0.0,23.7,23.7,0.0
airbag krocksensor -,toyota,corolla,fi09515254a,2,53.3,53.3,0.0,0.0,0.0,53.3,53.3,0.0
airbag krocksensor -,toyota,corolla,fi24637030a,2,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
alternator -,toyota,corolla,fi11042417a,2,118.4,118.4,0.0,0.0,0.0,118.4,118.4,0.0
brake caliper -(left front),toyota,corolla,fi05028803a,2,142.1,142.1,0.0,0.0,0.0,142.1,142.1,0.0
brake caliper -(left front),toyota,corolla,fi09389104a,2,219.0,219.0,0.0,0.0,0.0,219.0,219.0,0.0
brake caliper-(left front),toyota,corolla,fi05028803a,2,142.1,142.1,0.0,0.0,0.0,142.1,142.1,0.0
brake caliper-(left front),toyota,corolla,fi27837687a,2,178.5,178.5,0.0,0.0,0.0,178.5,178.5,0.0
brake disc-(front),skoda,octavia,fi06292622a,2,11.8,11.8,0.0,0.0,0.0,11.8,11.8,0.0
clutch cylinder slave -,toyota,corolla,fi32385945a,2,23.7,23.7,0.0,0.0,0.0,23.7,23.7,0.0
coil -,toyota,corolla,fi27837687a,2,47.4,47.4,0.0,0.0,0.0,47.4,47.4,0.0
contact roll airbag -,toyota,corolla,fi02042722a,2,177.6,177.6,0.0,0.0,0.0,177.6,177.6,0.0
curtain airbags -(left),toyota,corolla,fi07265116a,2,127.9,127.9,0.0,0.0,0.0,127.9,127.9,0.0
"dörr styrenhet- , e-(right)",vw,golf,fi27837687a,2,106.8,106.8,0.0,0.0,0.0,106.8,106.8,0.0
fuel filling pipe / tube -,toyota,corolla,fi01853355a,2,35.5,35.5,0.0,0.0,0.0,35.5,35.5,0.0
fuel filling pipe / tube -,toyota,corolla,fi03986645a,2,47.4,47.4,0.0,0.0,0.0,47.4,47.4,0.0
fuel injection pump -,toyota,corolla,fi11042417a,2,118.4,118.4,0.0,0.0,0.0,118.4,118.4,0.0
fuse box / electricity central -,toyota,corolla,fi06292622a,2,94.7,94.7,0.0,0.0,0.0,94.7,94.7,0.0
gear box bracket -,toyota,corolla,fi07265116a,2,26.6,26.6,0.0,0.0,0.0,26.6,26.6,0.0
hand brake lever -,toyota,corolla,fi01853355a,2,35.5,35.5,0.0,0.0,0.0,35.5,35.5,0.0
knee -,toyota,corolla,fi02042722a,2,118.4,118.4,0.0,0.0,0.0,118.4,118.4,0.0
main cylinder -,toyota,corolla,fi22893129a,2,71.0,71.0,0.0,0.0,0.0,71.0,71.0,0.0
other control unit -,toyota,corolla,fi02042722a,2,355.2,355.2,0.0,0.0,0.0,355.2,355.2,0.0
other control unit -,toyota,corolla,fi03986645a,2,378.9,378.9,0.0,0.0,0.0,378.9,378.9,0.0
other relay -,toyota,corolla,fi05028803a,2,35.5,35.5,0.0,0.0,0.0,35.5,35.5,0.0
other sensor-,skoda,octavia,fi23857664a,2,35.5,35.5,0.0,0.0,0.0,35.5,35.5,0.0
rear axle beam-,toyota,corolla,fi27837687a,2,415.2,415.2,0.0,0.0,0.0,415.2,415.2,0.0
sensor abs -,toyota,corolla,fi05028803a,2,41.4,41.4,0.0,0.0,0.0,41.4,41.4,0.0
shock absorbers rear -(rear),toyota,corolla,fi09389104a,2,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
shock absorbers rear -(rear),toyota,corolla,fi11042417a,2,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
shock absorbers rear-(rear),skoda,octavia,fi05028803a,2,47.6,47.6,0.0,0.0,0.0,47.6,47.6,0.0
suspension -(rear),toyota,corolla,fi06018105a,2,35.5,35.5,0.0,0.0,0.0,35.5,35.5,0.0
suspension -(rear),toyota,corolla,fi23857664a,2,35.5,35.5,0.0,0.0,0.0,35.5,35.5,0.0
suspension -(rear),toyota,corolla,fi30987993a,2,35.5,35.5,0.0,0.0,0.0,35.5,35.5,0.0
trailing link rear -(left),toyota,corolla,fi02154548a,2,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
trailing link rear -(left),toyota,corolla,fi06509801a,2,56.2,56.2,0.0,0.0,0.0,56.2,56.2,0.0
trailing link rear -(right),toyota,corolla,fi02154548a,2,59.2,59.2,0.0,0.0,0.0,59.2,59.2,0.0
trailing link rear -(right),toyota,corolla,fi06509801a,2,56.2,56.2,0.0,0.0,0.0,56.2,56.2,0.0
abs hydraulic aggregate -,skoda,octavia,fi06509801a,1,675.7,675.7,,,,675.7,675.7,0.0
abs hydraulic aggregate-,toyota,corolla,fi07713839a,1,506.2,506.2,,,,506.2,506.2,0.0
abs hydraulic aggregate-,toyota,corolla,fi09389104a,1,593.1,593.1,,,,593.1,593.1,0.0
abs hydraulic aggregate-,toyota,corolla,fi24637030a,1,556.5,556.5,,,,556.5,556.5,0.0
abs hydraulic aggregate-,toyota,corolla,fi27837687a,1,593.1,593.1,,,,593.1,593.1,0.0
abs hydraulic pump -,toyota,corolla,fi02042722a,1,296.0,296.0,,,,296.0,296.0,0.0
abs hydraulic pump -,toyota,corolla,fi02154548a,1,236.8,236.8,,,,236.8,236.8,0.0
abs hydraulic pump -,toyota,corolla,fi06292622a,1,438.1,438.1,,,,438.1,438.1,0.0
abs hydraulic pump -,toyota,corolla,fi07265116a,1,266.4,266.4,,,,266.4,266.4,0.0
abs hydraulic pump -,toyota,corolla,fi10331575a,1,414.4,414.4,,,,414.4,414.4,0.0
abs hydraulic pump-,skoda,octavia,fi10331575a,1,471.8,471.8,,,,471.8,471.8,0.0
abs hydraulic pump-,toyota,corolla,fi27837687a,1,530.9,530.9,,,,530.9,530.9,0.0
actuator loom -,toyota,corolla,fi02154548a,1,47.4,47.4,,,,47.4,47.4,0.0
actuator loom -(left rear),toyota,corolla,fi10331575a,1,59.2,59.2,,,,59.2,59.2,0.0
actuator loom -(left),toyota,corolla,fi06509801a,1,56.2,56.2,,,,56.2,56.2,0.0
actuator loom -(right front),toyota,corolla,fi01853355a,1,60.4,60.4,,,,60.4,60.4,0.0
actuator loom -(right rear),toyota,corolla,fi01853355a,1,60.4,60.4,,,,60.4,60.4,0.0
actuator loom -(right rear),toyota,corolla,fi09515254a,1,42.6,42.6,,,,42.6,42.6,0.0
actuator loom -(right rear),toyota,corolla,fi10331575a,1,59.2,59.2,,,,59.2,59.2,0.0
air purifier -,toyota,corolla,fi06018105a,1,59.2,59.2,,,,59.2,59.2,0.0
air purifier -,toyota,corolla,fi07265116a,1,53.3,53.3,,,,53.3,53.3,0.0
air purifier -,toyota,corolla,fi07713839a,1,67.4,67.4,,,,67.4,67.4,0.0
