component_id,component_size,product_id_count,identity_count,product_id_sample,identity_sample,min_row_index
product_id_part_name_brand_model_year_start_year_end_component_000128,24,4,2,"54322755, 54323239, 54324453, 54341230","fuel tank injection - , e- | vw | golf | 1998 | 2006 || fuel tank injection- , e- | vw | golf | 1998 | 2006",453
product_id_part_name_brand_model_year_start_year_end_component_000130,24,4,2,"58672402, 59207247, 63158314, 66541683","gear box 5 speed - , e- | vw | golf | 2013 | 2020 || gear box 5 speed- , e- | vw | golf | 2013 | 2020",504
product_id_part_name_brand_model_year_start_year_end_component_000135,24,4,2,"54035214, 54245153, 54253106, 54315789","rear axle beam - , e- | vw | golf | 2013 | 2020 || rear axle beam- , e- | vw | golf | 2013 | 2020",629
product_id_part_name_brand_model_year_start_year_end_component_000136,24,4,2,"54483257, 54490150, 54490161, 54491283",brake disc -(front) | toyota | corolla | 1998 | 2001 || brake disc-(front) | toyota | corolla | 1998 | 2001,3856
product_id_part_name_brand_model_year_start_year_end_component_000141,24,4,2,"53597130, 53882587, 54440392, 63124125",hand brake lever - | skoda | octavia | 2005 | 2013 || hand brake lever- | skoda | octavia | 2005 | 2013,7775
product_id_part_name_brand_model_year_start_year_end_component_000142,24,4,2,"53549027, 54064934, 56974744, 64809217",main cylinder - | skoda | octavia | 2013 | 2020 || main cylinder- | skoda | octavia | 2013 | 2020,7780
product_id_part_name_brand_model_year_start_year_end_component_000143,24,4,2,"59564435, 60048848, 60207964, 60519221",parking control unit - | skoda | octavia | 2013 | 2020 || parking control unit- | skoda | octavia | 2013 | 2020,7851
product_id_part_name_brand_model_year_start_year_end_component_000144,24,4,2,"54013759, 54024565, 54419574, 60537565",signal horn - | skoda | octavia | 2013 | 2020 || signal horn- | skoda | octavia | 2013 | 2020,7866
product_id_part_name_brand_model_year_start_year_end_component_000146,24,4,2,"54410277, 54688452, 62647179, 63308601",bensin/dieselvärmare styrenhet - | skoda | octavia | 2013 | 2020 || bensin/dieselvärmare styrenhet- | skoda | octavia | 2013 | 2020,7925
product_id_part_name_brand_model_year_start_year_end_component_000150,24,4,2,"53792769, 54121096, 54164158, 54174603",belt tensioner for fan belt - | skoda | octavia | 2005 | 2013 || belt tensioner for fan belt- | skoda | octavia | 2005 | 2013,8017
product_id_part_name_brand_model_year_start_year_end_component_000152,24,4,2,"54116551, 54148694, 54148695, 54148696",piston / rod - | skoda | octavia | 2005 | 2013 || piston / rod- | skoda | octavia | 2005 | 2013,8031
product_id_part_name_brand_model_year_start_year_end_component_000158,24,4,2,"54026243, 54358408, 54359991, 60226169",trailing link rear -(right) | skoda | octavia | 2005 | 2013 || trailing link rear-(right) | skoda | octavia | 2005 | 2013,8263
product_id_part_name_brand_model_year_start_year_end_component_000116,24,4,1,"58952166, 61917764, 63199771, 64491409","brake caliper - , e-(left front) | vw | golf | 2013 | 2020",56
product_id_part_name_brand_model_year_start_year_end_component_000119,24,4,1,"53786468, 53801940, 54470408, 54476822","brake disc - , e-(front) | vw | golf | 1998 | 2006",81
product_id_part_name_brand_model_year_start_year_end_component_000121,24,4,1,"53997515, 54036211, 57339194, 61914680","airbag control unit - , e- | vw | golf | 2013 | 2020",211
product_id_part_name_brand_model_year_start_year_end_component_000122,24,4,1,"53621930, 54127948, 54942211, 54942212","stolsvärme styrenhet/relä - , e- | vw | golf | 2004 | 2009",236
product_id_part_name_brand_model_year_start_year_end_component_000123,24,4,1,"54427789, 57273990, 57274077, 57275076","other transmitters - , e- | vw | golf | 2009 | 2013",255
product_id_part_name_brand_model_year_start_year_end_component_000124,24,4,1,"53700177, 54654262, 54654297, 54664495","belt tensioner for fan belt - , e- | vw | golf | 1998 | 2006",349
product_id_part_name_brand_model_year_start_year_end_component_000125,24,4,1,"53985258, 54073986, 54074053, 63238739","air purifier - , e- | vw | golf | 2013 | 2020",378
product_id_part_name_brand_model_year_start_year_end_component_000126,24,4,1,"53986991, 54038218, 54058306, 54079016","fuel filter / holder - , e- | vw | golf | 2009 | 2013",398
product_id_part_name_brand_model_year_start_year_end_component_000127,24,4,1,"53984272, 53985310, 54005766, 54027932","carbon canister - , e- | vw | golf | 2009 | 2013",443
product_id_part_name_brand_model_year_start_year_end_component_000129,24,4,1,"54417788, 54417791, 57712714, 58738183","automatic gear - , e- | vw | golf | 2013 | 2020",460
product_id_part_name_brand_model_year_start_year_end_component_000131,24,4,1,"53820701, 54354638, 54382680, 55743091","gear regulator - , e- | vw | golf | 1998 | 2006",529
product_id_part_name_brand_model_year_start_year_end_component_000132,24,4,1,"54004519, 54037003, 54048694, 54053254","gear box cushion - , e- | vw | golf | 2013 | 2020",539
product_id_part_name_brand_model_year_start_year_end_component_000133,24,4,1,"54245118, 55068239, 55068240, 57147922","suspension - , e-(rear) | vw | golf | 2013 | 2020",575
product_id_part_name_brand_model_year_start_year_end_component_000134,24,4,1,"53833699, 54017984, 54359584, 65059353","trailing link rear - , e-(left) | vw | golf | 2004 | 2009",591
product_id_part_name_brand_model_year_start_year_end_component_000137,24,4,1,"54469880, 54585113, 54659450, 64412340",airbag front sensor -(right) | toyota | corolla | 2002 | 2007,3909
product_id_part_name_brand_model_year_start_year_end_component_000145,24,4,1,"57006018, 61712045, 63308261, 64503156",inverter 12 -> 220 v - | skoda | octavia | 2013 | 2020,7880
product_id_part_name_brand_model_year_start_year_end_component_000147,24,4,1,"54410296, 54660990, 55967124, 60199793",central lock control unit - | skoda | octavia | 2013 | 2020,7934
product_id_part_name_brand_model_year_start_year_end_component_000148,24,4,1,"54216988, 54281829, 56101920, 65709762",engine casing - | skoda | octavia | 2013 | 2020,7984
product_id_part_name_brand_model_year_start_year_end_component_000149,24,4,1,"55170665, 62701480, 65114104, 65126978",turbo aggregate - | skoda | octavia | 2013 | 2020,8006
product_id_part_name_brand_model_year_start_year_end_component_000151,24,4,1,"54217991, 54229476, 54229479, 54268855",cam belt / transmission cap - | skoda | octavia | 2013 | 2020,8022
product_id_part_name_brand_model_year_start_year_end_component_000153,24,4,1,"53985513, 54410388, 55973026, 65869007",rubber bellow / tube - | skoda | octavia | 2013 | 2020,8090
product_id_part_name_brand_model_year_start_year_end_component_000154,24,4,1,"53655666, 54421710, 54436057, 54686864",förpump diesel - | skoda | octavia | 2005 | 2013,8118
product_id_part_name_brand_model_year_start_year_end_component_000157,24,4,1,"54012565, 54020560, 54033359, 54033361",hub rear -(rear) | skoda | octavia | 2005 | 2013,8215
product_id_part_name_brand_model_year_start_year_end_component_000161,23,11,1,"53687628, 53832764, 53832935, 53954187, 54335221, 54475593, 54497668, 54505192, 54520169, 54550646, 54575137",distributors - | toyota | corolla | 1988 | 1992,4019
product_id_part_name_brand_model_year_start_year_end_component_000162,23,8,1,"53397731, 53913410, 54528712, 56268870, 62753472, 63330283, 65434891, 65774526",starter gasoline - | toyota | corolla | 2008 | 2012,4029
product_id_part_name_brand_model_year_start_year_end_component_000159,23,5,1,"53580265, 53606842, 54163225, 64336350, 64345962","air throttle housing / throttle housing - , e- | vw | golf | 2004 | 2009",438
product_id_part_name_brand_model_year_start_year_end_component_000160,23,4,2,"54398358, 54398390, 59328519, 60073930","inter axle compl. - , e- | vw | golf | 2009 | 2013 || inter axle compl.- , e- | vw | golf | 2009 | 2013",534
product_id_part_name_brand_model_year_start_year_end_component_000164,22,7,2,"56919452, 58508409, 61842750, 64471152, 64498731, 64572767, 65774513",alternator - | toyota | corolla | 2008 | 2012 || alternator- | toyota | corolla | 2008 | 2012,4010
product_id_part_name_brand_model_year_start_year_end_component_000163,22,4,1,"61070360, 63351902, 63351960, 63351992",parkeringshjälp frontsensor - | toyota | corolla | 2019 | 2027,3967
product_id_part_name_brand_model_year_start_year_end_component_000166,21,6,1,"54035815, 54161048, 54448932, 54556301, 56120344, 63169176",fuse box / electricity central - | toyota | corolla | 2008 | 2012,3955
product_id_part_name_brand_model_year_start_year_end_component_000167,21,6,1,"53816223, 53823586, 54562239, 54571879, 54575568, 54634804",motor bracket - | toyota | corolla | 2002 | 2007,4072
product_id_part_name_brand_model_year_start_year_end_component_000168,21,6,1,"53452767, 54403966, 62895199, 65434864, 65794175, 65806379",rear axle - | toyota | corolla | 2008 | 2012,4206
product_id_part_name_brand_model_year_start_year_end_component_000165,21,4,1,"54244928, 54274286, 54286424, 66891089","cam belt / transmission cap - , e- | vw | golf | 2013 | 2020",354
product_id_part_name_brand_model_year_start_year_end_component_000169,21,4,1,"53581804, 58503314, 59655628, 61705839",fuel pump electric - | skoda | octavia | 2013 | 2020,8074
product_id_part_name_brand_model_year_start_year_end_component_000171,20,10,2,"54549667, 54549674, 54558057, 54558231, 54558291, 54569407, 54572196, 54574086, 54575016, 54575243",fuel pump electric - | toyota | corolla | 1993 | 1997 || fuel pump electric- | toyota | corolla | 1993 | 1997,4103
product_id_part_name_brand_model_year_start_year_end_component_000170,20,4,1,"53477126, 54250831, 54250832, 54267520","fuel distributor - , e- | vw | golf | 2009 | 2013",393
product_id_part_name_brand_model_year_start_year_end_component_000178,19,5,2,"54083141, 55233937, 61412856, 65148479, 65580880",rear gear / diff. - | skoda | octavia | 2005 | 2013 || rear gear / diff.- | skoda | octavia | 2005 | 2013,8230
product_id_part_name_brand_model_year_start_year_end_component_000172,19,4,1,"53950212, 53950695, 54474182, 54474214",brake disc -(front) | toyota | corolla | 1983 | 1987,3855
product_id_part_name_brand_model_year_start_year_end_component_000173,19,4,1,"61693784, 61693785, 61693786, 63352086",rear sensor - | toyota | corolla | 2019 | 2027,3972
product_id_part_name_brand_model_year_start_year_end_component_000174,19,4,1,"55828295, 55828296, 63170801, 65145093",control unit xenon - | toyota | corolla | 2019 | 2027,3985
product_id_part_name_brand_model_year_start_year_end_component_000175,19,4,1,"54475624, 54483536, 54484093, 54484658",piston / rod - | toyota | corolla | 1998 | 2001,4051
product_id_part_name_brand_model_year_start_year_end_component_000176,19,4,1,"53467029, 53721223, 54484620, 54485592",strut rear -(right) | toyota | corolla | 1998 | 2001,4221
product_id_part_name_brand_model_year_start_year_end_component_000177,19,4,1,"57328325, 64572268, 64572269, 64572275",parkeringshjälp frontsensor - | skoda | octavia | 2013 | 2020,7901
product_id_part_name_brand_model_year_start_year_end_component_000180,18,4,1,"54061937, 54218581, 54440014, 60933072","passenger airbag - , e- | vw | golf | 2013 | 2020",9
product_id_part_name_brand_model_year_start_year_end_component_000181,18,4,1,"54243551, 62754570, 63199755, 63372062","steering wheel airbag - , e- | vw | golf | 2013 | 2020",14
product_id_part_name_brand_model_year_start_year_end_component_000208,18,4,1,"54074047, 54432860, 54433078, 58950659","rubber bellow / tube - , e- | vw | golf | 2013 | 2020",423
product_id_part_name_brand_model_year_start_year_end_component_000189,18,3,2,"53436195, 53437268, 53438834","battery box / fixing / holder - , e- | vw | golf | 2013 | 2020 || battery box / fixing / holder- , e- | vw | golf | 2013 | 2020",183
product_id_part_name_brand_model_year_start_year_end_component_000190,18,3,2,"54064944, 54427678, 54547761","ignition diesel relay - , e- | vw | golf | 2004 | 2009 || ignition diesel relay- , e- | vw | golf | 2004 | 2009",193
product_id_part_name_brand_model_year_start_year_end_component_000192,18,3,2,"53407814, 53419308, 53419701","dörr styrenhet - , e-(left) | vw | golf | 2013 | 2020 || dörr styrenhet- , e-(left) | vw | golf | 2013 | 2020",218
product_id_part_name_brand_model_year_start_year_end_component_000196,18,3,2,"53699195, 54545748, 54576135","alternator bracket / accessories - , e- | vw | golf | 1998 | 2006 || alternator bracket / accessories- , e- | vw | golf | 1998 | 2006",272
product_id_part_name_brand_model_year_start_year_end_component_000207,18,3,2,"54341902, 54360755, 54411874","fuel tank lid - , e- | vw | golf | 1998 | 2006 || fuel tank lid- , e- | vw | golf | 1998 | 2006",414
product_id_part_name_brand_model_year_start_year_end_component_000213,18,3,2,"53940105, 55904254, 62029274","gear lever - , e- | vw | golf | 2013 | 2020 || gear lever- , e- | vw | golf | 2013 | 2020",524
product_id_part_name_brand_model_year_start_year_end_component_000214,18,3,2,"54077263, 54254408, 55078289","trailing link rear - , e-(right upper) | vw | golf | 2013 | 2020 || trailing link rear- , e-(right upper) | vw | golf | 2013 | 2020",584
product_id_part_name_brand_model_year_start_year_end_component_000216,18,3,2,"53833336, 54360181, 65059352","trailing link rear - , e-(right) | vw | golf | 2004 | 2009 || trailing link rear- , e-(right) | vw | golf | 2004 | 2009",594
product_id_part_name_brand_model_year_start_year_end_component_000228,18,3,2,"53783208, 54094531, 54099834",brake disc -(front) | skoda | octavia | 2005 | 2013 || brake disc-(front) | skoda | octavia | 2005 | 2013,7760
product_id_part_name_brand_model_year_start_year_end_component_000230,18,3,2,"53590727, 56649098, 56649099",other control unit - | skoda | octavia | 2020 | 2027 || other control unit- | skoda | octavia | 2020 | 2027,7841
product_id_part_name_brand_model_year_start_year_end_component_000231,18,3,2,"53431937, 54683089, 66430359",kamera utvändig - | skoda | octavia | 2013 | 2020 || kamera utvändig- | skoda | octavia | 2013 | 2020,7885
product_id_part_name_brand_model_year_start_year_end_component_000232,18,3,2,"54618191, 54679054, 54687528",other sensor - | skoda | octavia | 2013 | 2020 || other sensor- | skoda | octavia | 2013 | 2020,7896
product_id_part_name_brand_model_year_start_year_end_component_000233,18,3,2,"53453680, 53992837, 58994424",rain sensor - | skoda | octavia | 2013 | 2020 || rain sensor- | skoda | octavia | 2013 | 2020,7905
product_id_part_name_brand_model_year_start_year_end_component_000236,18,3,2,"53840962, 53858012, 56915273",insp.pump diesel control unit - | skoda | octavia | 2005 | 2013 || insp.pump diesel control unit- | skoda | octavia | 2005 | 2013,7945
product_id_part_name_brand_model_year_start_year_end_component_000242,18,3,2,"64643597, 64902844, 66401424",sump - | skoda | octavia | 2013 | 2020 || sump- | skoda | octavia | 2013 | 2020,8002
product_id_part_name_brand_model_year_start_year_end_component_000250,18,3,2,"54687352, 54688491, 63021001",diesel tank - | skoda | octavia | 2013 | 2020 || diesel tank- | skoda | octavia | 2013 | 2020,8122
product_id_part_name_brand_model_year_start_year_end_component_000256,18,3,2,"58937124, 60226053, 64800345",trailing link rear -(left) | skoda | octavia | 2013 | 2020 || trailing link rear-(left) | skoda | octavia | 2013 | 2020,8266
product_id_part_name_brand_model_year_start_year_end_component_000179,18,3,1,"53964588, 54058388, 57846326","other airbags - , e- | vw | golf | 2004 | 2009",6
product_id_part_name_brand_model_year_start_year_end_component_000182,18,3,1,"54053381, 54075917, 54387551","side airbags - , e-(right) | vw | golf | 2004 | 2009",44
product_id_part_name_brand_model_year_start_year_end_component_000183,18,3,1,"53463472, 64675834, 65138593","brake caliper - , e-(left front) | vw | golf | 2020 | 2027",58
product_id_part_name_brand_model_year_start_year_end_component_000184,18,3,1,"53419024, 65138592, 66709192","brake caliper - , e-(right front) | vw | golf | 2020 | 2027",62
product_id_part_name_brand_model_year_start_year_end_component_000185,18,3,1,"53486078, 54134400, 54139866","brake disc - , e-(rear) | vw | golf | 2013 | 2020",88
product_id_part_name_brand_model_year_start_year_end_component_000186,18,3,1,"53845074, 53878582, 58702432","hand brake lever - , e- | vw | golf | 2004 | 2009",102
product_id_part_name_brand_model_year_start_year_end_component_000187,18,3,1,"59113738, 60125941, 65059338","fuse box / electricity central - , e- | vw | golf | 2004 | 2009",137
product_id_part_name_brand_model_year_start_year_end_component_000188,18,3,1,"53998268, 54430192, 59552982","komfort styrdon - , e- | vw | golf | 2013 | 2020",146
product_id_part_name_brand_model_year_start_year_end_component_000191,18,3,1,"53894770, 53930516, 54345760","sensor abs - , e- | vw | golf | 1998 | 2006",201
product_id_part_name_brand_model_year_start_year_end_component_000193,18,3,1,"53432419, 54429604, 54447678","insp.pump diesel control unit - , e- | vw | golf | 2009 | 2013",225
product_id_part_name_brand_model_year_start_year_end_component_000194,18,3,1,"54095103, 54427546, 54430249","parking control unit - , e- | vw | golf | 2004 | 2009",230
product_id_part_name_brand_model_year_start_year_end_component_000195,18,3,1,"54049047, 55972734, 56502632","load air pressure transmitters - , e- | vw | golf | 2013 | 2020",252
product_id_part_name_brand_model_year_start_year_end_component_000197,18,3,1,"65403892, 65403904, 65403921","coil - , e- | vw | golf | 1998 | 2006",278
product_id_part_name_brand_model_year_start_year_end_component_000198,18,3,1,"54118497, 54126464, 54162484","engine block - , e- | vw | golf | 2004 | 2009",293
product_id_part_name_brand_model_year_start_year_end_component_000199,18,3,1,"54652147, 54652331, 54656176","pulley - , e-(exterior) | vw | golf | 2004 | 2009",310
product_id_part_name_brand_model_year_start_year_end_component_000200,18,3,1,"53413355, 53471669, 53940167","starter diesel - , e- | vw | golf | 2013 | 2020",314
product_id_part_name_brand_model_year_start_year_end_component_000201,18,3,1,"59815058, 59815065, 60162113","starter gasoline - , e- | vw | golf | 2009 | 2013",319
product_id_part_name_brand_model_year_start_year_end_component_000202,18,3,1,"54347769, 54420181, 54652849","thermostat housing / cap - , e- | vw | golf | 2004 | 2009",330
product_id_part_name_brand_model_year_start_year_end_component_000203,18,3,1,"53601348, 54272491, 54393293","valve cap - , e- | vw | golf | 2004 | 2009",339
product_id_part_name_brand_model_year_start_year_end_component_000204,18,3,1,"54137828, 54142483, 54142603","crankshaft - , e- | vw | golf | 2004 | 2009",358
product_id_part_name_brand_model_year_start_year_end_component_000205,18,3,1,"54291789, 54430621, 54657674","fuel injection pump - , e- | vw | golf | 2013 | 2020",403
product_id_part_name_brand_model_year_start_year_end_component_000206,18,3,1,"57331992, 58737420, 59725313","fuel pump electric - , e- | vw | golf | 2013 | 2020",408
product_id_part_name_brand_model_year_start_year_end_component_000209,18,3,1,"61779175, 62187719, 66703902","tank lid - , e- | vw | golf | 2013 | 2020",428
product_id_part_name_brand_model_year_start_year_end_component_000210,18,3,1,"54020235, 54185803, 60058884","diesel tank - , e- | vw | golf | 2009 | 2013",448
product_id_part_name_brand_model_year_start_year_end_component_000211,18,3,1,"53862513, 54257213, 60073918","drive shaft - , e-(right rear) | vw | golf | 2009 | 2013",475
product_id_part_name_brand_model_year_start_year_end_component_000212,18,3,1,"53426452, 54109076, 54577204","fly wheel manual - , e- | vw | golf | 2004 | 2009",499
product_id_part_name_brand_model_year_start_year_end_component_000215,18,3,1,"53591509, 54004599, 59888970","trailing link rear - , e-(left) | vw | golf | 2009 | 2013",590
product_id_part_name_brand_model_year_start_year_end_component_000217,18,3,1,"54246609, 55786133, 62729114","trailing link rear - , e-(left upper) | vw | golf | 2009 | 2013",599
product_id_part_name_brand_model_year_start_year_end_component_000218,18,3,1,"54018118, 54064332, 54196395",abs control unit - | toyota | corolla | 1998 | 2001,3977
product_id_part_name_brand_model_year_start_year_end_component_000219,18,3,1,"64781438, 64781440, 64781443",sensor tire pressure - | toyota | corolla | 2019 | 2027,4001
product_id_part_name_brand_model_year_start_year_end_component_000220,18,3,1,"53398890, 63350083, 64546672",hybrid converter - | toyota | corolla | 2019 | 2027,4064
product_id_part_name_brand_model_year_start_year_end_component_000221,18,3,1,"53617942, 54529615, 54777206",turbo aggregate - | toyota | corolla | 2002 | 2007,4082
product_id_part_name_brand_model_year_start_year_end_component_000222,18,3,1,"54016548, 54523885, 54530861",carbon canister - | toyota | corolla | 2002 | 2007,4120
product_id_part_name_brand_model_year_start_year_end_component_000223,18,3,1,"53484321, 57336303, 64799769",contact roll airbag - | skoda | octavia | 2013 | 2020,7684
product_id_part_name_brand_model_year_start_year_end_component_000224,18,3,1,"54061739, 54061753, 54080780",side airbags -(right) | skoda | octavia | 2005 | 2013,7722
product_id_part_name_brand_model_year_start_year_end_component_000225,18,3,1,"56982221, 62513344, 65114420",side airbags -(right) | skoda | octavia | 2013 | 2020,7725
product_id_part_name_brand_model_year_start_year_end_component_000226,18,3,1,"53380327, 53391210, 62238837",brake caliper -(right rear) | skoda | octavia | 2013 | 2020,7750
product_id_part_name_brand_model_year_start_year_end_component_000227,18,3,1,"56294984, 62501993, 64594083",brake caliper -(right rear) | skoda | octavia | 2020 | 2027,7751
product_id_part_name_brand_model_year_start_year_end_component_000229,18,3,1,"53429617, 55972998, 64295797",actuator loom - | skoda | octavia | 2013 | 2020,7790
product_id_part_name_brand_model_year_start_year_end_component_000234,18,3,1,"54434486, 54434487, 54434613",sensor ac inner temperature - | skoda | octavia | 2005 | 2013,7912
product_id_part_name_brand_model_year_start_year_end_component_000235,18,3,1,"54666154, 56691920, 63048923",baklucka styrenhet - | skoda | octavia | 2020 | 2027,7921
product_id_part_name_brand_model_year_start_year_end_component_000237,18,3,1,"53397093, 53490635, 64295799",avgas temperaturgivare - | skoda | octavia | 2013 | 2020,7949
product_id_part_name_brand_model_year_start_year_end_component_000238,18,3,1,"54439081, 54443290, 54443606",load air pressure transmitters - | skoda | octavia | 2005 | 2013,7954
product_id_part_name_brand_model_year_start_year_end_component_000239,18,3,1,"54373456, 54375958, 54381558",tank transmitters - | skoda | octavia | 2005 | 2013,7959
product_id_part_name_brand_model_year_start_year_end_component_000240,18,3,1,"53808277, 53809014, 53943649",coil - | skoda | octavia | 2005 | 2013,7969
product_id_part_name_brand_model_year_start_year_end_component_000241,18,3,1,"54279403, 57343770, 59824465",engine gasoline - | skoda | octavia | 2013 | 2020,7979
product_id_part_name_brand_model_year_start_year_end_component_000243,18,3,1,"54101072, 54270425, 55708357",pulley - | skoda | octavia | 2005 | 2013,8037
product_id_part_name_brand_model_year_start_year_end_component_000244,18,3,1,"53649460, 54273215, 54478278",motor cushion - | skoda | octavia | 2005 | 2013,8050
product_id_part_name_brand_model_year_start_year_end_component_000245,18,3,1,"54360852, 56910148, 60841392",diesel injection pump - | skoda | octavia | 2005 | 2013,8064
product_id_part_name_brand_model_year_start_year_end_component_000246,18,3,1,"54428098, 54443614, 63141783",mass air-flow sensor - | skoda | octavia | 2005 | 2013,8084
product_id_part_name_brand_model_year_start_year_end_component_000247,18,3,1,"53989118, 54071165, 55966413",throttle housing - | skoda | octavia | 2013 | 2020,8101
product_id_part_name_brand_model_year_start_year_end_component_000248,18,3,1,"54166896, 57361686, 63299480",air throttle housing / throttle housing - | skoda | octavia | 2005 | 2013,8104
product_id_part_name_brand_model_year_start_year_end_component_000249,18,3,1,"54040408, 54063030, 60471158",fuel injection pump - | skoda | octavia | 2013 | 2020,8112
product_id_part_name_brand_model_year_start_year_end_component_000251,18,3,1,"64483026, 65552499, 66544405",automatic gear - | skoda | octavia | 2020 | 2027,8127
product_id_part_name_brand_model_year_start_year_end_component_000252,18,3,1,"58491195, 59381610, 60974455",gear box 5 speed - | skoda | octavia | 2013 | 2020,8175
product_id_part_name_brand_model_year_start_year_end_component_000253,18,3,1,"54447424, 54447425, 54645153",gear box bracket - | skoda | octavia | 2013 | 2020,8185
product_id_part_name_brand_model_year_start_year_end_component_000254,18,3,1,"56393685, 59918008, 64809583",gear lever - | skoda | octavia | 2013 | 2020,8201
product_id_part_name_brand_model_year_start_year_end_component_000255,18,3,1,"58937123, 60226057, 64800332",trailing link rear -(right) | skoda | octavia | 2013 | 2020,8262
product_id_part_name_brand_model_year_start_year_end_component_000262,17,4,1,"54291215, 55103367, 55500790, 65455165",air purifier - | skoda | octavia | 2013 | 2020,8054
product_id_part_name_brand_model_year_start_year_end_component_000261,17,3,2,"54678479, 63043738, 66173210",rear sensor - | skoda | octavia | 2020 | 2027 || rear sensor- | skoda | octavia | 2020 | 2027,7855
product_id_part_name_brand_model_year_start_year_end_component_000257,17,3,1,"64863773, 64863775, 64863779","deliverer - , e- | vw | golf | 2013 | 2020",383
product_id_part_name_brand_model_year_start_year_end_component_000258,17,3,1,"54214832, 54222147, 54284957",abs hydraulic aggregate - | skoda | octavia | 2013 | 2020,7731
product_id_part_name_brand_model_year_start_year_end_component_000259,17,3,1,"61997585, 65114099, 65784734",dragkrok styrenhet - | skoda | octavia | 2013 | 2020,7815
product_id_part_name_brand_model_year_start_year_end_component_000260,17,3,1,"56810305, 56811487, 65392594",ljusinställning lägesgivare - | skoda | octavia | 2005 | 2013,7835
product_id_part_name_brand_model_year_start_year_end_component_000265,16,8,2,"53496516, 53836067, 54054291, 54186234, 62496233, 62990377, 63207438, 63452429",starter diesel - | toyota | corolla | 2002 | 2007 || starter diesel- | toyota | corolla | 2002 | 2007,4067
product_id_part_name_brand_model_year_start_year_end_component_000267,16,6,2,"53799748, 53836797, 54016900, 54318560, 54552325, 54570198",clutch cylinder slave - | toyota | corolla | 1993 | 1997 || clutch cylinder slave- | toyota | corolla | 1993 | 1997,4192
product_id_part_name_brand_model_year_start_year_end_component_000263,16,6,1,"54432700, 54432701, 54492383, 54492396, 54493918, 54493926",airbag krocksensor - | toyota | corolla | 2008 | 2012,3964
product_id_part_name_brand_model_year_start_year_end_component_000266,16,6,1,"54051647, 54173283, 54432606, 54472609, 54526701, 56321354",fuel injection pump - | toyota | corolla | 2008 | 2012,4132
product_id_part_name_brand_model_year_start_year_end_component_000268,16,6,1,"53721247, 53819760, 53824358, 54517092, 54529255, 60075811",shock absorbers rear -(rear) | toyota | corolla | 1998 | 2001,4212
product_id_part_name_brand_model_year_start_year_end_component_000264,16,4,1,"53914784, 54310467, 54341466, 54345881",distributors - | toyota | corolla | 1993 | 1997,4020
product_id_part_name_brand_model_year_start_year_end_component_000269,15,5,1,"53829242, 53858372, 54524529, 54528612, 54572283",clutch cylinder slave - | toyota | corolla | 1998 | 2001,4190
product_id_part_name_brand_model_year_start_year_end_component_000270,15,3,1,"53380463, 53493733, 62238839",brake caliper -(left rear) | skoda | octavia | 2013 | 2020,7745
product_id_part_name_brand_model_year_start_year_end_component_000272,14,9,1,"53446995, 53496737, 53580055, 54080251, 54432610, 54531816, 54556263, 56267982, 60224930",airbag control unit - | toyota | corolla | 2008 | 2012,3901
product_id_part_name_brand_model_year_start_year_end_component_000276,14,5,1,"53880349, 62480986, 62516003, 65200160, 66920621",air purifier - | toyota | corolla | 2008 | 2012,4088
product_id_part_name_brand_model_year_start_year_end_component_000271,14,4,1,"53855578, 53882640, 53994088, 54598960",hand brake lever - | toyota | corolla | 2002 | 2007,3889
product_id_part_name_brand_model_year_start_year_end_component_000273,14,4,1,"53590879, 54471168, 54532256, 65771647",power steering control unit - | toyota | corolla | 2008 | 2012,3936
product_id_part_name_brand_model_year_start_year_end_component_000274,14,4,1,"54081552, 54634380, 59921570, 65678183",engine casing - | toyota | corolla | 2008 | 2012,4046
product_id_part_name_brand_model_year_start_year_end_component_000275,14,4,1,"53573496, 54512254, 54586067, 57195021",pulley - | toyota | corolla | 2002 | 2007,4054
product_id_part_name_brand_model_year_start_year_end_component_000277,14,4,1,"53395854, 53686810, 54000358, 54491958",tank lid - | toyota | corolla | 2008 | 2012,4116
product_id_part_name_brand_model_year_start_year_end_component_000278,14,4,1,"54007262, 62953077, 64248644, 64466458",strut rear -(right) | toyota | corolla | 2002 | 2007,4220
product_id_part_name_brand_model_year_start_year_end_component_000279,14,4,1,"53662663, 53674446, 53792102, 54490443",strut rear -(right) | toyota | corolla | 1988 | 1992,4223
product_id_part_name_brand_model_year_start_year_end_component_000290,13,8,1,"53721809, 54668815, 54669756, 54691624, 57021566, 64257773, 64579006, 65754016",rear axle - | toyota | corolla | 2002 | 2007,4209
product_id_part_name_brand_model_year_start_year_end_component_000280,13,3,2,"53881176, 54134876, 54516999",hand brake lever - | toyota | corolla | 2008 | 2012 || hand brake lever- | toyota | corolla | 2008 | 2012,3887
product_id_part_name_brand_model_year_start_year_end_component_000289,13,3,2,"54508091, 54622479, 54635083",gear box bracket - | toyota | corolla | 1998 | 2001 || gear box bracket- | toyota | corolla | 1998 | 2001,4200
product_id_part_name_brand_model_year_start_year_end_component_000292,13,3,2,"54265057, 65210861, 65484076",air purifier - | skoda | octavia | 2005 | 2013 || air purifier- | skoda | octavia | 2005 | 2013,8055
product_id_part_name_brand_model_year_start_year_end_component_000281,13,3,1,"53729424, 53729426, 54045902",airbag control unit - | toyota | corolla | 2002 | 2007,3899
